# stm32-ai-deployer watch trace v1
# board=STM32H7 elf= model=anomaly_cnn_int8 started=2026-09-09T12:41:08
# targetHz=200 items=6
# item,0,_end,0x20002c00,u32,hex,1,0,,bssEnd
# item,1,g_ai_last_inference_us,0x20000f24,u32,dec,0.001,0,ms,inferenceUs
# item,2,g_ai_infer_count,0x20000f20,u32,dec,1,0,,inferCount
# item,3,g_ai_last_class,0x20000f1c,u8,dec,1,0,,lastClass
# item,4,g_ai_last_confidence,0x20000f1b,u8,dec,1,0,%,confidence
# item,5,uwTick,0x20002aac,u32,dec,1,0,ms,hwTick
t,0,1,2,3,4,5
26.505527,745931122,926,66612,1,99,3134503
26.510563,745931122,926,66612,1,99,3134508
26.515044,745931122,926,66613,1,99,3134512
26.520880,745931122,926,66613,1,99,3134518
26.525641,745931122,926,66613,1,99,3134523
26.530629,745931122,926,66613,1,99,3134528
26.535634,745931122,926,66613,1,99,3134533
26.540645,745931122,926,66613,1,99,3134538
26.545597,745931122,926,66613,1,99,3134543
26.550611,745931122,926,66613,1,99,3134548
26.555421,745931122,926,66613,1,99,3134552
26.560427,745931122,926,66614,1,99,3134558
26.565420,745931122,926,66614,1,99,3134562
26.570404,745931122,926,66614,1,99,3134567
26.575425,745931122,926,66614,1,99,3134573
26.580420,745931122,926,66614,1,99,3134577
26.585405,745931122,926,66614,1,99,3134582
26.590028,745931122,926,66614,1,99,3134587
26.595050,745931122,926,66614,1,99,3134592
26.600027,745931122,926,66614,1,99,3134597
26.605034,745931122,926,66614,1,99,3134602
26.610167,745931122,926,66615,1,99,3134607
26.615080,745931122,926,66615,1,99,3134612
26.620159,745931122,926,66615,1,99,3134617
26.625141,745931122,926,66615,1,99,3134622
26.630267,745931122,926,66615,1,99,3134627
26.635088,745931122,926,66615,1,99,3134632
26.640103,745931122,926,66615,1,99,3134637
26.645096,745931122,926,66615,1,99,3134642
26.650119,745931122,926,66615,1,99,3134647
26.655680,745931122,926,66616,1,99,3134652
26.660628,745931122,926,66616,1,99,3134657
26.665645,745931122,926,66616,1,99,3134662
26.670620,745931122,926,66616,1,99,3134667
26.675629,745931122,926,66616,1,99,3134672
26.680634,745931122,926,66616,1,99,3134677
26.685634,745931122,926,66616,1,99,3134682
26.690627,745931122,926,66616,1,99,3134687
26.695641,745931122,926,66616,1,99,3134692
26.700631,745931122,926,66617,1,99,3134697
26.705661,745931122,926,66617,1,99,3134702
26.710685,745931122,926,66617,1,99,3134707
26.715678,745931122,926,66617,1,99,3134712
26.720646,745931122,926,66617,1,99,3134717
26.725817,745931122,926,66617,1,99,3134722
26.730620,745931122,926,66617,1,99,3134727
26.735642,745931122,926,66617,1,99,3134732
26.740673,745931122,926,66617,1,99,3134737
26.745499,745931122,926,66617,1,99,3134742
26.750701,745931122,926,66618,1,99,3134747
26.755100,745931122,926,66618,1,99,3134752
26.760025,745931122,926,66618,1,99,3134756
26.765053,745931122,926,66618,1,99,3134761
26.770027,745931122,926,66618,1,99,3134766
26.775144,745931122,926,66618,1,99,3134771
26.780009,745931122,926,66618,1,99,3134776
26.785041,745931122,926,66618,1,99,3134781
26.790010,745931122,926,66618,1,99,3134786
26.795030,745931122,926,66619,1,99,3134791
26.800018,745931122,926,66619,1,99,3134796
26.805052,745931122,926,66619,1,99,3134801
26.810068,745931122,926,66619,1,99,3134806
26.815041,745931122,926,66619,1,99,3134811
26.820101,745931122,926,66619,1,99,3134816
26.825001,745931122,926,66619,1,99,3134821
26.830013,745931122,926,66619,1,99,3134826
26.835133,745931122,926,66619,1,99,3134831
26.840026,745931122,926,66619,1,99,3134836
26.845105,745931122,926,66620,1,99,3134841
26.850049,745931122,926,66620,1,99,3134846
26.855107,745931122,926,66620,1,99,3134851
26.860105,745931122,926,66620,1,99,3134856
26.865061,745931122,926,66620,1,99,3134861
26.870209,745931122,926,66620,1,99,3134866
26.876232,745931122,926,66620,1,99,3134872
26.879948,745931122,926,66620,1,99,3134875
26.885482,745931122,926,66620,1,99,3134881
26.890511,745931122,926,66621,1,99,3134886
26.895487,745931122,926,66621,1,99,3134891
26.900500,745931122,926,66621,1,99,3134896
26.905509,745931122,926,66621,1,99,3134901
26.910455,745931122,926,66621,1,99,3134906
26.915037,745931122,926,66621,1,99,3134911
26.920202,745931122,926,66621,1,99,3134916
26.924974,745931122,926,66621,1,99,3134920
26.930041,745931122,926,66621,1,99,3134925
26.934929,745931122,926,66621,1,99,3134930
26.939922,745931122,926,66622,1,99,3134935
26.944919,745931122,926,66622,1,99,3134940
26.950006,745931122,926,66622,1,99,3134945
26.954919,745931122,926,66622,1,99,3134950
26.959934,745931122,926,66622,1,99,3134955
26.964918,745931122,926,66622,1,99,3134960
26.969951,745931122,926,66622,1,99,3134965
26.974934,745931122,926,66622,1,99,3134970
26.979931,745931122,926,66622,1,99,3134975
26.985042,745931122,926,66623,1,99,3134980
26.990436,745931122,926,66623,1,99,3134986
26.994949,745931122,926,66623,1,99,3134990
26.999957,745931122,926,66623,1,99,3134995
27.005082,745931122,926,66623,1,99,3135000
27.009951,745931122,926,66623,1,99,3135005
27.014962,745931122,926,66623,1,99,3135010
27.019952,745931122,926,66623,1,99,3135015
27.024953,745931122,926,66623,1,99,3135020
27.029907,745931122,926,66623,1,99,3135025
27.034971,745931122,926,66624,1,99,3135030
27.039922,745931122,926,66624,1,99,3135035
27.044986,745931122,926,66624,1,99,3135040
27.050024,745931122,926,66624,1,99,3135045
27.055230,745931122,926,66624,1,99,3135050
27.059904,745931122,926,66624,1,99,3135055
27.064968,745931122,926,66624,1,99,3135060
27.069975,745931122,926,66624,1,99,3135065
27.074962,745931122,926,66624,1,99,3135070
27.079942,745931122,926,66625,1,99,3135075
27.084942,745931122,926,66625,1,99,3135080
27.089913,745931122,926,66625,1,99,3135085
27.094936,745931122,926,66625,1,99,3135090
27.099908,745931122,926,66625,1,99,3135094
27.105042,745931122,926,66625,1,99,3135100
27.110064,745931122,926,66625,1,99,3135105
27.114978,745931122,926,66625,1,99,3135109
27.120534,745931122,926,66625,1,99,3135115
27.125247,745931122,926,66625,1,99,3135120
27.130242,745931122,926,66626,1,99,3135125
27.135288,745931122,926,66626,1,99,3135130
27.140261,745931122,926,66626,1,99,3135135
27.145695,745931122,926,66626,1,99,3135140
27.150717,745931122,926,66626,1,99,3135145
27.155645,745931122,926,66626,1,99,3135150
27.160650,745931122,926,66626,1,99,3135155
27.165644,745931122,926,66626,1,99,3135160
27.170702,745931122,926,66626,1,99,3135165
27.175372,745931122,926,66627,1,99,3135170
27.180375,745931122,926,66627,1,99,3135175
27.185387,745931122,926,66627,1,99,3135180
27.190376,745931122,926,66627,1,99,3135185
27.195652,745931122,926,66627,1,99,3135190
27.200532,745931122,926,66627,1,99,3135195
27.205533,745931122,926,66627,1,99,3135200
27.210715,745931122,926,66627,1,99,3135205
27.215568,745931122,926,66627,1,99,3135210
27.220565,745931122,926,66628,1,99,3135215
27.225589,745931122,926,66628,1,99,3135220
27.230578,745931122,926,66628,1,99,3135224
27.235882,745931122,926,66628,1,99,3135230
27.240592,745931122,926,66628,1,99,3135235
27.245526,745931122,926,66628,1,99,3135239
27.250650,745931122,926,66628,1,99,3135245
27.255229,745931122,926,66628,1,99,3135249
27.259922,745931122,926,66628,1,99,3135254
27.265108,745931122,926,66628,1,99,3135259
27.270672,745931122,926,66629,1,99,3135264
27.275678,745931122,926,66629,1,99,3135269
27.280662,745931122,926,66629,1,99,3135274
27.285176,745931122,926,66629,1,99,3135279
27.290146,745931122,926,66629,1,99,3135284
27.295147,745931122,926,66629,1,99,3135289
27.300155,745931122,926,66629,1,99,3135294
27.305159,745931122,926,66629,1,99,3135299
27.310162,745931122,926,66629,1,99,3135304
27.315280,745931122,926,66630,1,99,3135309
27.320289,745931122,926,66630,1,99,3135314
27.325285,745931122,926,66630,1,99,3135319
27.330284,745931122,926,66630,1,99,3135324
27.334927,745931122,926,66630,1,99,3135329
27.339920,745931122,926,66630,1,99,3135333
27.344965,745931122,926,66630,1,99,3135338
27.349945,745931122,926,66630,1,99,3135343
27.354930,745931122,926,66630,1,99,3135348
27.359953,745931122,926,66630,1,99,3135353
27.364925,745931122,926,66631,1,99,3135358
27.369926,745931122,926,66631,1,99,3135363
27.375059,745931122,926,66631,1,99,3135368
27.379931,745931122,926,66631,1,99,3135373
27.385030,745931122,926,66631,1,99,3135378
27.389920,745931122,926,66631,1,99,3135383
27.394987,745931122,926,66631,1,99,3135388
27.399985,745931122,926,66631,1,99,3135393
27.404979,745931122,926,66631,1,99,3135398
27.410023,745931122,926,66632,1,99,3135403
27.415015,745931122,926,66632,1,99,3135408
27.420579,745931122,926,66632,1,99,3135414
27.425550,745931122,926,66632,1,99,3135419
27.430496,745931122,926,66632,1,99,3135423
27.435493,745931122,926,66632,1,99,3135429
27.440643,745931122,926,66632,1,99,3135434
27.445016,745931122,926,66632,1,99,3135438
27.450521,745931122,926,66632,1,99,3135443
27.455146,745931122,926,66632,1,99,3135448
27.460046,745931122,926,66633,1,99,3135453
27.465080,745931122,926,66633,1,99,3135458
27.470089,745931122,926,66633,1,99,3135463
27.475108,745931122,926,66633,1,99,3135468
27.480149,745931122,926,66633,1,99,3135473
27.485342,745931122,926,66633,1,99,3135478
27.490502,745931122,926,66633,1,99,3135483
27.494976,745931122,926,66633,1,99,3135488
27.499980,745931122,926,66633,1,99,3135493
27.505099,745931122,926,66634,1,99,3135498
27.510030,745931122,926,66634,1,99,3135503
27.515024,745931122,926,66634,1,99,3135508
27.520524,745931122,926,66634,1,99,3135513
27.525617,745931122,926,66634,1,99,3135518
27.530535,745931122,926,66634,1,99,3135523
27.535387,745931122,926,66634,1,99,3135528
27.540289,745931122,926,66634,1,99,3135533
27.545291,745931122,926,66634,1,99,3135538
27.550293,745931122,926,66634,1,99,3135543
27.555361,745931122,926,66635,1,99,3135548
27.560282,745931122,926,66635,1,99,3135553
27.565797,745931122,926,66635,1,99,3135558
27.570424,745931122,926,66635,1,99,3135563
27.575412,745931122,926,66635,1,99,3135568
27.580441,745931122,926,66635,1,99,3135573
27.585423,745931122,926,66635,1,99,3135578
27.590411,745931122,926,66635,1,99,3135583
27.595415,745931122,926,66635,1,99,3135588
27.600413,745931122,926,66636,1,99,3135593
27.604919,745931122,926,66636,1,99,3135597
27.610012,745931122,926,66636,1,99,3135602
27.614937,745931122,926,66636,1,99,3135607
27.619964,745931122,926,66636,1,99,3135612
27.624914,745931122,926,66636,1,99,3135617
27.629922,745931122,926,66636,1,99,3135622
27.635061,745931122,926,66636,1,99,3135627
27.639925,745931122,926,66636,1,99,3135632
27.645913,745931122,926,66637,1,99,3135638
27.650906,745931122,926,66637,1,99,3135643
27.655907,745931122,926,66637,1,99,3135648
27.660886,745931122,926,66637,1,99,3135653
27.665879,745931122,926,66637,1,99,3135658
27.670902,745931122,926,66637,1,99,3135663
27.675871,745931122,926,66637,1,99,3135668
27.680867,745931122,926,66637,1,99,3135673
27.685434,745931122,926,66637,1,99,3135677
27.689981,745931122,926,66637,1,99,3135682
27.695024,745931122,926,66638,1,99,3135687
27.699942,745931122,926,66638,1,99,3135692
27.704942,745931122,926,66638,1,99,3135697
27.709953,745931122,926,66638,1,99,3135702
27.715070,745931122,926,66638,1,99,3135707
27.719946,745931122,926,66638,1,99,3135712
27.724961,745931122,926,66638,1,99,3135717
27.729961,745931122,926,66638,1,99,3135722
27.734996,745931122,926,66638,1,99,3135727
27.739987,745931122,926,66639,1,99,3135732
27.744989,745931122,926,66639,1,99,3135737
27.749957,745931122,926,66639,1,99,3135742
27.755661,745931122,926,66639,1,99,3135747
27.760517,745931122,926,66639,1,99,3135752
27.765507,745931122,926,66639,1,99,3135757
27.770556,745931122,926,66639,1,99,3135762
27.775557,745931122,926,66639,1,99,3135767
27.780553,745931122,926,66639,1,99,3135772
27.785594,745931122,926,66639,1,99,3135777
27.790614,745931122,926,66640,1,99,3135782
27.795549,745931122,926,66640,1,99,3135787
27.800551,745931122,926,66640,1,99,3135792
27.805554,745931122,926,66640,1,99,3135797
27.810552,745931122,926,66640,1,99,3135802
27.815065,745931122,926,66640,1,99,3135806
27.820282,745931122,926,66640,1,99,3135811
27.825268,745931122,926,66640,1,99,3135816
27.830301,745931122,926,66640,1,99,3135821
27.835291,745931122,926,66641,1,99,3135826
27.840266,745931122,926,66641,1,99,3135831
27.845314,745931122,926,66641,1,99,3135837
27.850287,745931122,926,66641,1,99,3135842
27.855311,745931122,926,66641,1,99,3135846
27.860344,745931122,926,66641,1,99,3135851
27.865828,745931122,926,66641,1,99,3135857
27.870811,745931122,926,66641,1,99,3135862
27.875323,745931122,926,66641,1,99,3135866
27.880322,745931122,926,66641,1,99,3135871
27.885290,745931122,926,66642,1,99,3135876
27.890765,745931122,926,66642,1,99,3135882
27.895788,745931122,926,66642,1,99,3135887
27.900769,745931122,926,66642,1,99,3135892
27.905757,745931122,926,66642,1,99,3135897
27.910757,745931122,926,66642,1,99,3135902
27.915775,745931122,926,66642,1,99,3135907
27.920488,745931122,926,66642,1,99,3135911
27.925547,745931122,926,66642,1,99,3135916
27.930497,745931122,926,66643,1,99,3135921
27.935508,745931122,926,66643,1,99,3135926
27.940637,745931122,926,66643,1,99,3135931
27.945514,745931122,926,66643,1,99,3135936
